reservation_id,price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_center_distance,metro_distance,city_name
1140,200.0469043,Private room,FALSE,2,10,97,1,1.856810546,0.315476626,lisbon
1141,216.4634146,Private room,FALSE,2,10,96,1,1.856815745,0.315469834,lisbon
1142,117.7298311,Private room,FALSE,4,9,86,1,2.337045163,0.309403968,lisbon
1143,198.8742964,Private room,FALSE,5,10,90,3,2.721611971,0.551467385,lisbon
1144,127.8142589,Private room,FALSE,2,7,70,1,2.205142462,0.344833256,lisbon
1145,263.6022514,Entire home/apt,FALSE,2,9,88,1,0.890779857,0.616528505,lisbon
1146,257.9737336,Entire home/apt,FALSE,4,10,95,2,1.861025225,0.328816107,lisbon
1147,273.9212008,Entire home/apt,FALSE,4,10,96,2,6.822729711,0.459511846,lisbon
1148,109.7560976,Private room,FALSE,2,8,60,1,2.207733993,0.360044035,lisbon
1149,123.8273921,Private room,FALSE,2,10,85,1,2.722379318,0.387947762,lisbon
1150,199.108818,Private room,FALSE,3,8,70,2,1.904390865,0.506026128,lisbon
1151,112.3358349,Private room,FALSE,2,9,95,1,3.155737724,0.300633139,lisbon
1152,232.4108818,Entire home/apt,FALSE,3,10,97,1,0.686697623,0.361482423,lisbon
1153,216.2288931,Entire home/apt,FALSE,4,10,97,1,0.613136164,0.472129803,lisbon
1154,198.8742964,Entire home/apt,FALSE,3,9,90,1,1.175632831,0.659414172,lisbon
1155,181.5196998,Entire home/apt,FALSE,2,10,99,1,1.977097385,0.378696548,lisbon
1156,227.7204503,Entire home/apt,FALSE,6,10,98,3,1.77119901,0.206877829,lisbon
1157,153.6116323,Private room,FALSE,2,10,97,1,2.319424893,0.410786899,lisbon
1158,702.1575985,Entire home/apt,FALSE,6,10,97,2,0.336925583,0.007546809,lisbon
1159,378.2833021,Entire home/apt,FALSE,4,10,86,2,1.351108258,0.318929185,lisbon
1160,271.8105066,Entire home/apt,FALSE,2,8,90,1,0.354776594,0.063478013,lisbon
1161,180.3470919,Entire home/apt,FALSE,2,10,96,0,1.239126106,0.601053207,lisbon
1162,326.2195122,Entire home/apt,FALSE,4,10,97,2,1.134015746,0.644987606,lisbon
1163,374.7654784,Entire home/apt,FALSE,6,9,87,3,2.552617195,0.337425962,lisbon
1164,164.1651032,Entire home/apt,FALSE,4,9,86,0,0.798685412,0.480709249,lisbon
1165,239.4465291,Private room,FALSE,4,2,20,1,1.44365618,0.411969148,lisbon
1166,470.684803,Entire home/apt,FALSE,4,10,99,2,0.217558156,0.228205999,lisbon
1167,152.4390244,Entire home/apt,FALSE,2,8,79,1,0.726863641,0.443324033,lisbon
1168,420.0281426,Private room,FALSE,2,10,80,1,3.342237484,1.760951331,lisbon
1169,278.6116323,Entire home/apt,FALSE,4,7,67,2,0.843809742,0.596259607,lisbon
1170,378.0487805,Entire home/apt,FALSE,6,9,84,2,3.112748666,0.424406353,lisbon
1171,129.4559099,Private room,FALSE,2,10,98,1,2.326648576,0.465342033,lisbon
1172,225.3752345,Entire home/apt,FALSE,5,9,94,3,2.241571275,0.323385488,lisbon
1173,113.7429644,Private room,FALSE,2,9,91,1,2.141716655,0.338023209,lisbon
1174,109.7560976,Private room,FALSE,2,10,82,1,3.025674989,0.410387773,lisbon
1175,120.3095685,Private room,FALSE,2,10,97,1,2.626558511,0.608978131,lisbon
1176,113.7429644,Private room,FALSE,2,10,60,1,2.318016692,0.252592884,lisbon
1177,122.4202627,Private room,FALSE,2,8,67,1,3.782430846,1.679777486,lisbon
1178,108.5834897,Private room,FALSE,2,8,90,1,3.782418152,1.679771128,lisbon
1179,268.2926829,Entire home/apt,FALSE,6,9,89,2,1.18095252,0.595760353,lisbon
1180,297.3733583,Entire home/apt,FALSE,2,10,95,0,0.992933268,0.663572599,lisbon
1181,297.3733583,Entire home/apt,FALSE,2,10,97,1,0.520509388,0.418606171,lisbon
1182,107.879925,Private room,FALSE,2,9,71,1,2.13565911,0.440557509,lisbon
1183,103.8930582,Private room,FALSE,2,10,100,1,2.278320404,0.29169173,lisbon
1184,94.98123827,Private room,FALSE,2,6,71,1,2.384869418,0.998680212,lisbon
1185,90.05628518,Private room,FALSE,2,7,80,1,2.418047986,0.937814574,lisbon
1186,107.4108818,Private room,FALSE,2,9,80,1,3.010087004,0.408062315,lisbon
1187,280.2532833,Entire home/apt,FALSE,5,10,98,1,6.797891746,1.574891107,lisbon
1188,227.7204503,Entire home/apt,FALSE,4,9,91,1,3.267849526,0.172065294,lisbon
1189,262.6641651,Entire home/apt,FALSE,5,10,99,2,2.318255085,0.683438634,lisbon
1190,288.9305816,Entire home/apt,FALSE,5,10,93,3,0.875684266,0.55631722,lisbon
1191,234.521576,Entire home/apt,FALSE,4,10,100,2,6.540063379,1.167744213,lisbon
1192,123.8273921,Private room,FALSE,2,10,100,1,6.481551303,1.626389326,lisbon
1193,123.8273921,Private room,FALSE,2,10,97,1,1.431128919,0.287657729,lisbon
1194,227.7204503,Entire home/apt,FALSE,6,10,92,3,2.477794795,0.508139465,lisbon
1195,320.3564728,Entire home/apt,FALSE,6,10,100,2,2.302581754,0.120224617,lisbon
1196,401.5009381,Entire home/apt,FALSE,3,10,97,1,0.705287034,0.414881796,lisbon
1197,146.8105066,Private room,FALSE,2,10,100,1,2.004308464,0.421655214,lisbon
1198,135.0844278,Private room,FALSE,2,10,100,1,1.463166237,0.289616699,lisbon
1199,384.1463415,Entire home/apt,FALSE,6,10,96,3,0.894824627,0.590583181,lisbon
1200,86.77298311,Private room,FALSE,2,9,93,1,2.312454386,0.193422553,lisbon
1201,436.2101313,Entire home/apt,FALSE,6,9,96,3,6.581282777,0.612141422,lisbon
1202,117.9643527,Private room,FALSE,2,9,70,0,2.421264479,0.665632976,lisbon
1203,90.05628518,Private room,FALSE,2,9,87,1,6.546546155,0.576564835,lisbon
