reservation_id,price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_center_distance,metro_distance,city_name
0,129.8244792,Entire home/apt,FALSE,4,10,100,2,2.813963501,0.881890002,athens
1,138.9637476,Entire home/apt,FALSE,4,10,96,1,0.40729292,0.304567868,athens
2,156.3049235,Entire home/apt,FALSE,3,10,98,1,1.237211131,0.288488057,athens
3,91.62702411,Entire home/apt,FALSE,4,10,99,1,4.367457161,0.297467301,athens
4,74.05150798,Private room,FALSE,2,10,100,1,2.194185,0.385265748,athens
5,113.8893446,Entire home/apt,FALSE,6,10,96,2,2.071205607,0.453867443,athens
6,106.3904577,Entire home/apt,FALSE,5,10,96,1,1.395424051,0.438597132,athens
7,151.8524594,Entire home/apt,FALSE,4,10,100,2,2.508966062,0.563466801,athens
8,162.3977691,Entire home/apt,FALSE,4,10,100,2,2.668798929,0.954365126,athens
9,98.65723057,Entire home/apt,FALSE,2,10,95,1,2.740576481,0.725024339,athens
10,145.0565932,Private room,FALSE,6,10,98,1,1.911332318,0.490466225,athens
11,333.7004663,Entire home/apt,FALSE,6,10,99,2,0.257414046,0.226856754,athens
12,138.9637476,Entire home/apt,FALSE,2,10,97,1,1.415997816,1.245457714,athens
13,101.9379936,Entire home/apt,FALSE,4,9,95,2,1.278671121,0.371223349,athens
14,78.73831228,Entire home/apt,FALSE,3,10,95,2,1.749961227,0.824020508,athens
15,194.0336981,Entire home/apt,FALSE,6,10,98,2,1.213098289,0.988655877,athens
16,97.48552949,Entire home/apt,FALSE,2,10,97,1,1.920291087,0.220540813,athens
17,106.3904577,Entire home/apt,FALSE,3,10,97,1,1.557649587,0.155385706,athens
18,127.7154172,Private room,FALSE,2,9,89,1,3.407915382,0.165248791,athens
19,217.7020599,Entire home/apt,FALSE,4,10,99,0,0.672833076,0.227179124,athens
20,171.068357,Entire home/apt,FALSE,5,10,98,2,1.728084061,0.436665923,athens
21,158.4139854,Entire home/apt,FALSE,5,10,97,3,0.926725304,0.336538903,athens
22,114.8267054,Entire home/apt,FALSE,4,9,88,1,1.653341913,0.896544994,athens
23,185.3631102,Entire home/apt,FALSE,4,10,98,1,1.116320158,0.436579861,athens
24,168.9592951,Entire home/apt,FALSE,4,10,97,1,2.923551935,0.480476552,athens
25,187.9408525,Entire home/apt,FALSE,4,10,96,1,2.923572729,0.480464725,athens
26,169.1936353,Entire home/apt,FALSE,2,10,88,1,1.240685079,0.413269243,athens
27,157.4766246,Entire home/apt,FALSE,4,10,98,1,0.958595469,0.707212469,athens
28,104.2813957,Entire home/apt,FALSE,4,10,97,1,0.785552659,0.573278248,athens
29,62.80317765,Entire home/apt,FALSE,6,8,94,2,3.350192338,0.262517408,athens
30,78.73831228,Entire home/apt,FALSE,2,10,96,1,2.238337854,0.200494644,athens
31,266.6791648,Entire home/apt,FALSE,5,10,99,2,1.062966153,0.497409574,athens
32,278.3961756,Entire home/apt,FALSE,6,10,100,2,4.486416542,0.704142343,athens
33,162.3977691,Entire home/apt,FALSE,6,10,98,2,4.519472138,0.745223433,athens
34,107.796499,Entire home/apt,FALSE,3,10,90,1,2.134411419,0.202309385,athens
35,185.3631102,Entire home/apt,FALSE,6,10,100,2,4.692816125,0.83210245,athens
36,86.94021981,Entire home/apt,FALSE,2,9,93,1,1.226412027,0.228920806,athens
37,400.0187472,Entire home/apt,FALSE,4,10,98,1,2.32494655,0.273742816,athens
38,81.31605465,Private room,FALSE,2,9,94,1,0.855675232,0.633434557,athens
39,136.6203454,Entire home/apt,FALSE,6,9,95,2,1.929334622,0.49623431,athens
40,98.65723057,Entire home/apt,FALSE,3,10,98,1,2.740557781,0.725020683,athens
41,92.56438497,Entire home/apt,FALSE,5,9,93,2,2.303628346,0.544407926,athens
42,284.0203407,Entire home/apt,FALSE,6,9,90,3,0.495217323,0.405240989,athens
43,149.5090572,Entire home/apt,FALSE,3,10,94,1,1.815948727,0.510719239,athens
44,237.6209781,Entire home/apt,FALSE,4,9,93,1,0.451747316,0.40141131,athens
45,190.0499145,Entire home/apt,FALSE,5,10,100,2,1.036297882,0.802996269,athens
46,115.9984065,Entire home/apt,FALSE,4,10,98,1,1.867036476,0.415913557,athens
47,608.5815387,Entire home/apt,FALSE,6,10,98,3,0.453387407,0.432892535,athens
48,89.28362196,Entire home/apt,FALSE,4,10,96,1,3.565689435,0.321682667,athens
49,155.3675626,Entire home/apt,FALSE,5,10,97,2,0.277257998,0.30905594,athens
50,280.5052375,Entire home/apt,FALSE,6,9,92,3,2.24231773,0.266849382,athens
51,104.5157359,Entire home/apt,FALSE,3,10,95,1,1.003757286,0.766122027,athens
52,89.28362196,Entire home/apt,FALSE,2,10,99,0,1.692674362,0.627055064,athens
53,102.1723338,Private room,FALSE,2,10,99,1,1.64616241,0.427756151,athens
54,206.6880697,Entire home/apt,FALSE,3,10,97,2,1.048325947,0.40397386,athens
55,111.3116022,Entire home/apt,FALSE,2,7,81,0,1.62227123,0.176541694,athens
56,99.82893164,Private room,FALSE,2,10,98,1,1.604748747,0.471948809,athens
57,121.8569119,Entire home/apt,FALSE,4,10,95,2,1.288184542,0.327763199,athens
58,150.6807583,Entire home/apt,FALSE,3,10,100,1,1.010288522,0.442179145,athens
59,69.59904389,Private room,FALSE,2,10,100,1,2.639485039,0.704080989,athens
60,224.7322663,Entire home/apt,FALSE,2,10,95,1,0.899501147,0.183079343,athens
61,159.1170061,Entire home/apt,FALSE,3,9,94,1,1.015649341,0.454784112,athens
62,71.94244604,Entire home/apt,FALSE,3,10,100,1,3.71099485,0.487985452,athens
